Title,ImgUrl,Date,AccessionNumber,Medium,Location
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.489,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.488,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.502,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.512,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.513,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.497,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.479,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.511,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.514,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.486,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.484,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.466,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.540,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.543,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.517,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.542,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.518,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.516,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.545,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.546,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.547,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.541,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.519,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.524,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.515,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.544,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.550,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.520,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.521,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.526,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.522,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.530,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.529,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.551,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.528,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.548,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.525,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.554,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.531,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
Furniture fragment (?),/content/img/placeholders/NoImageAvailableIcon.png,ca. 1323–1295 B.C.,14.6.535,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.552,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.553,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.556,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.534,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.527,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.555,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.532,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.539,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.538,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.564,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.563,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.537,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.536,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.562,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.558,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.569,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.599,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.595,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.565,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.594,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.596,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.574,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.567,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.568,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.592,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.606,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.582,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.600,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.612,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.604,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.566,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.570,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.593,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.597,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.585,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.575,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.576,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.602,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.605,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.583,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.603,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.587,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.572,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.586,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.609,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.578,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.584,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.598,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.573,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.579,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.591,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.613,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.581,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.580,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.577,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.601,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.610,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.607,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.590,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.614,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.589,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.611,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.608,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.588,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
"Amulet, feather plume, double",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1295–1070 B.C.,14.6.38,Faience,The Met Fifth Avenue in Gallery 122
"Sarcophagus fragment, Siptah",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1194–1188 B.C.,14.6.493,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 122
